excel_row,task_key,topic_relevance,stance_expression,stance_direction,stance_change,is_usable,training_grade,annotation_reason,confidence,matched_topic_terms,annotation_status
1974,0b16d4a7c67732a3e31d1be57429a31c78ea68e7119ffd1bd74038f97b9c2ba2,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,Comment is relevant to fentanyl policy but lacks stance; no direct topic terms in comment text.,medium,,completed_relaxed_ai_annotation
1975,ad0292e642d15acfee34104aad8a5aaa811f3513f3e0ec42ed917cfac363d05f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the regulation or criminal enforcement of fentanyl. It lacks any stance or relevant content.,high,,completed_relaxed_ai_annotation
1976,ab18dd1f5ee59ec1c0c6418cae2d58e80f074723d0c67acbbfc93cde2b832aef,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but lacks a direct term from the conversation text. It is a short expression of agreement with no further reasoning or stance details.,medium,,completed_relaxed_ai_annotation
1977,d9d7917518a7909015c9cc455dc660ac0c26e3037d3a685f535e90a3430e4ca0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is sarcastic and irrelevant to the topic of fentanyl regulation or enforcement.,medium,,completed_relaxed_ai_annotation
1978,ad9bf0ba34cd0978d66ff317f97dd220e6e067da89105c4447ea9742107c54eb,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to the topic with explicit support for the post's claim.,high,Make it so number 1,completed_relaxed_ai_annotation
1980,5ded0cffaef2706ae89f013b6d0aaeb20f372723df1d23439f34705111205361,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
1981,5ef7269631c890513ac930ebd3350faf8f1bb7798308fe05a94bcddc740a0b92,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the topic but lacks a stance. It briefly references the fentanyl issue without expressing support or opposition.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
1982,60ebe02834c2c055e67c5e7e813f9913cee9c191b29c0ee5d939b56c41ff4dee,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to fentanyl regulation with explicit support for the post's claim.,high,"yes,yes,YES",completed_relaxed_ai_annotation
1983,f06a699a0a8b5c801292916d867ce61b7b7df27e73dcc4a189c852eaa382acd5,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
1984,48eb5faa786e7c2402ee7c2de8d05b391e9efb9b34b72b86d8e1d249394889d3,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is a brief expression of gratitude with no direct reference to fentanyl regulation or criminal enforcement.,low,,completed_relaxed_ai_annotation
1985,8b15507306bea26e0973ba46cb4d27ce05452265d4b314d491830e4243b1260d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment discusses fentanyl's use for pain but does not mention regulation or criminal enforcement.,medium,,completed_relaxed_ai_annotation
1986,4d4bdd1cad5ec22fe4c64a8eef86e2ab5c4bfcc5c4f54406de1d710e79d53b09,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance as it contains no verifiable policy attitude or relevant terms.,high,,completed_relaxed_ai_annotation
1987,80f7c3e94420e02807acf60c53d345fadcb63c2f7f52aa8b24820ae13a9ce894,relevant,implicit_stance,mixed_or_unclear,insufficient_evidence,yes,borderline_sample,Comment mentions fentanyl but does not directly reference the HALT Fentanyl Act or regulation enforcement. Stance is implicit but relevance is indirect.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
1988,608589560cd2ab5898a7e465b476a41a923af0d006e3f4016ef996161a6849e2,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,borderline_sample,The comment is relevant to the topic but lacks a direct mention of fentanyl-related terms. It expresses general support for the policy without explicit stance or reasoning.,medium,indirect_relevance:policy agreement,completed_relaxed_ai_annotation
1989,ce60a361b1cb7bea76190b17a5da2cb6171bdc2e910d3ff8e7b1a5b2f496cc33,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but lacks a direct match to the policy name or key terms in the conversation text.,medium,indirect_relevance:HALT Fentanyl Act,completed_relaxed_ai_annotation
1990,6d76494b982b4384b1ef426137fe0a2a585ea45fa6d829fcb03cd9edd89eca01,relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant as it discusses fentanyl use restrictions but does not mention the HALT Fentanyl Act or any direct policy terms from the conversation text.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
1991,35ed9963726005a0ff7b4c926aa7c700f775d51e2462a7aa53e0864f02012496,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the regulation or criminal enforcement of fentanyl. It lacks a clear stance on the topic.,high,,completed_relaxed_ai_annotation
1992,e4759de0af64e8ff8092d6c0e75339307cf4a08281744ceb95d8a9a292304ac6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
1993,31c03491a0e7699b737ab068e0ddc316824ca0ffe5925a97d175aa4c83f2d720,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,Comment is relevant to drug enforcement but expresses no stance on stricter fentanyl regulation.,medium,drugs | USA,completed_relaxed_ai_annotation
1995,01b9ccdcae787f2a3b975b5381d35ac72e7dca8e27244fcb15952fb8e903dfbc,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the impact of the fentanyl ban on medical use, but no stance is expressed.",medium,fentanyl,completed_relaxed_ai_annotation
1996,5790cfac527cba04a389fa66b4723fe78704be022905a4e521252a5d176bafcb,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to fentanyl regulation; explicit support for the post's claim.,high,Amen,completed_relaxed_ai_annotation
1997,85a0d7fe986ee4a259f3b602b252d64b46eb1f3a82f299b3d1810fbd87198780,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,Strongly relevant to fentanyl regulation with explicit support for the post's claim.,high,YES!,completed_relaxed_ai_annotation
1998,a2976c12a9b5aaf9fbec48057b56b932ccabd9e822a1e95f7cc4299fe4667519,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic comment with no policy attitude; irrelevant to fentanyl regulation or criminal enforcement.,high,,completed_relaxed_ai_annotation
1999,260ad54bc64e178faf7cf2f1cafdc50f9012afae4229355fe6f2187426a02896,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"Thread discusses fentanyl use in medical contexts, opposing stricter regulation by highlighting legitimate medical uses. Stance is implicit but clear.",medium,fentanyl,completed_relaxed_ai_annotation
2000,9fa495fb4459d324b171253b0186c698308a98278f4e94175eed97bb8954076c,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"Strongly relevant to fentanyl regulation, explicit support for action, short but clear stance.",high,start somewhere,completed_relaxed_ai_annotation
2001,04ab8333703af17765fd58b0aac0f1a09124924b8a518d79aa56ccf356382580,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is sarcastic and irrelevant to the topic of fentanyl regulation or criminal enforcement.,medium,,completed_relaxed_ai_annotation
2002,1eed7f6c263952dfe77b56bba04156475b0afb1103ab64638b1d41d600925432,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance; mentions Trump but not fentanyl regulation.,high,,completed_relaxed_ai_annotation
2003,ac08061d6ec6c6f86ebb8901aac048f72a5e336adf9be09bb5cc2b768485aab4,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the topic but lacks a direct mention of fentanyl-related terms or policy discussion. It is brief and does not express a stance.,medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2004,928e98245dc1fe9a3933203517b96b5f4e0e83d1c0e3ce06c0b55b6ef36f0a5c,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant to the topic but lacks a direct mention of fentanyl-related terms. It expresses a brief, explicit stance of support.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2005,7ecab44be429d394f104da25b10089fe12566d3c246e30f1db7fbddfdfdf786f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it provides no relevant information or stance on the topic of stricter fentanyl regulation.,high,,completed_relaxed_ai_annotation
2006,c5758b49a7abf9ecc92accf8154427366db690c226c24a0fe7dad904e37cb74f,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to fentanyl regulation enforcement; explicit stance on law enforcement.,high,enforce the law,completed_relaxed_ai_annotation
2007,54186b23adb0272a0a7b2abc0266bf9165cda14b621ac11d4317896736c70d52,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2008,1859714e848c1106f8d7b7351556deb70f69ea37090a3d026be0ae8c6267e575,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread is off-topic as it contains personal attacks and no policy discussion about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2009,9b28a4df7ff55fe7780f3738a29f342808bffad012df4dddfe62eb55fe391f9e,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment mentions fentanyl in the context of epidurals but does not directly address the topic of stricter regulation or criminal enforcement against fentanyl.,medium,,completed_relaxed_ai_annotation
2010,61b96ce66b8cae139132c0c11094559e52bb70cd2dd0606a8209a5e3a7406008,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"Comment discusses fentanyl use in medical treatment and a near-death incident, but does not express a clear stance on stricter regulation or criminal enforcement.",medium,fentanyl overdose | fentanyl,completed_relaxed_ai_annotation
2011,5abcff72be8dc9b31d5f378f0cfd03353a70e0185383555bd4d3016dbc024e70,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but lacks a direct term from the conversation text. It is a brief expression of agreement with the post.,medium,indirect_relevance:HALT Fentanyl Act,completed_relaxed_ai_annotation
2012,7b4d2bca8ebbb4c28eb06b0ee1c19fed3c3913df7a863af7597e3d3abc493ff6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic request unrelated to fentanyl regulation or criminal enforcement.,high,,completed_relaxed_ai_annotation
2013,ee26b5dc89198fee6be7928ab41a533e065e7c3397b28e0e08a2fef7056332a3,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question of stricter fentanyl regulation or criminal enforcement. It only makes a general statement about media trust and legality.,high,,completed_relaxed_ai_annotation
2014,5b0d78a03247110e4d88ada5fda1da0847ffbd55797e9cf124d6e1d10b59fecf,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any direct reference to fentanyl regulation or the HALT Fentanyl Act.,high,,completed_relaxed_ai_annotation
2015,c78217665fc8844ddc87bd677bf82ce67e8a5f47e466dc3c3abdd49748dc58a4,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is off-topic as it mentions feeling better after surgery in the hospital, with no connection to fentanyl regulation or the HALT Fentanyl Act.",high,,completed_relaxed_ai_annotation
2016,0caab5655d125b574e42cbc56aa19de953b1c16b3c31e094bedcacddf109f642,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,"The comment is sarcastic and implies support for criminal enforcement against fentanyl, but no direct topic terms appear in the comment text.",medium,indirect_relevance:criminal enforcement,completed_relaxed_ai_annotation
2017,80155efaf16509054cb9d3608d2ece0ccd210091265a8a4c054e684124846723,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant as it refers to the policy action but does not express a stance. It is short and lacks reasoning or policy judgment.,medium,indirect_relevance:HALT Fentanyl Act,completed_relaxed_ai_annotation
2018,fea4c771ec0dfaeac8d050b52da1b0b0f7d9c8c7235fc26abe5bf759454c6ea5,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it raises a concern about fentanyl access for end-of-life patients, but does not express a clear stance on stricter regulation or criminal enforcement.",medium,fentanyl,completed_relaxed_ai_annotation
2019,73fd4f1446fd99f2d1704709db30b7d989848ef08dea76257393fb2913cb4606,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2021,d2bf45c25c38a390dc7475282999ffad495b208ba75856e18b10435a07e596e0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim. It lacks any stance or relevant terms.,high,,completed_relaxed_ai_annotation
2022,c89798a3efbe71ccc623c7bf2432d3ba8b38969de76bb1426d73f09b2f2485fc,strongly_relevant,implicit_stance,supports_post_claim,insufficient_evidence,yes,borderline_sample,"The comment is relevant to the topic but lacks a direct mention of fentanyl-related terms. It expresses hope and prayer for the policy's success, which is an implicit stance.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2023,ed9cff4f56fa11f21b40110093a93f5d47d1b2946c9e221c6fcf1f17334fd915,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it does not address the policy question or the post's claim about fentanyl regulation.,high,,completed_relaxed_ai_annotation
2024,0aa18080c0e6001e47e500ce491bbc32ee210a765cf723aa50fcd61c796c0360,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it discusses fentanyl dosage and its effects, but no clear stance on regulation or criminal enforcement is expressed.",medium,fentanyl,completed_relaxed_ai_annotation
2025,31fbe879db390ae51d54497e0724c99ac90147e4347e6c2cb7aee3683d964d0b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread discusses fentanyl regulation but does not mention 'fentanyl-related substances' or 'schedule I drug' directly. The conversation is off-topic and lacks a stance.,high,,completed_relaxed_ai_annotation
2026,3a675f6b26ba3c5e81e6d51e7eed3f193b3d37a96e65c387c8d92cad8d30eddb,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance; no relevant terms found in conversation text.,high,,completed_relaxed_ai_annotation
2027,36e7f2c21ba7a1e489d6db242a73f90dcacb5a3fdce1cc0b908d94bd181a347c,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit stance opposing the scheduling of fentanyl as a Schedule I drug.",high,Schedule 1 drug,completed_relaxed_ai_annotation
2028,5c5837267fa853cc438124a1ba2dbdfaf1e424ca232d2a3e083a5f47010aa7ec,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance on the policy question.,high,,completed_relaxed_ai_annotation
2029,00030027d1143eb3f1eba8d0845ca9e16fc48ba905e0ed66b277a5a747d69e82,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"Comment is off-topic, discussing drug access without addressing fentanyl regulation or criminal enforcement.",high,,completed_relaxed_ai_annotation
2030,4549f686ad42b11d400d8faecee2ad4982fa6bfd36e52151f120015cc7be1654,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment mentions fentanyl use in hospitals but does not express a stance on regulation or criminal enforcement.,medium,,completed_relaxed_ai_annotation
2031,305d7de859098ed95657324adb21302a622aa89b17ba5a806d94486d326cc298,relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,borderline_sample,"The comment is relevant but lacks a direct term matching the topic. It questions the law's necessity, implying implicit stance.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2032,bf79a029b156399171d1aae029f907bd1e264368d203b3944ad7c453187b6b5d,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it references the potential impact of the HALT Fentanyl Act, but it lacks a clear stance or attitude toward the policy question.",medium,indirect_relevance:HALT Fentanyl Act,completed_relaxed_ai_annotation
2033,1f2ca231259f38a2197219cbb7e250e8e22c2c1069daf61d7230a62c8a5f6666,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to the topic with explicit support for the post's claim.,high,Yes thank U,completed_relaxed_ai_annotation
2034,7e7cf668715239c4bfd1c4831440828e82056e1692e980dcec899d53051fe0b6,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks a policy stance.,high,,completed_relaxed_ai_annotation
2035,24be180126eb1b869e9e7f33568fb386166533c93dc2ce7fcb14d1cb0609030b,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant but does not express a clear stance on the topic.,medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2036,0c6b0c44394fa20f60fd8129a5c880ebb016009560d23a166f928b88c2f514ea,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the topic but lacks a direct term from the conversation text. It is short and does not express a stance.,medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2037,6f6d57eb99a8859708a3108915b9266f5fdc631633792110cff035fb4165d50e,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic slang with no policy attitude or topic connection.,high,,completed_relaxed_ai_annotation
2038,5a9ab959993bc25a9f213d73b81c111ad8efc44ff043c780bfebb1eadcabb445,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit support for the post's claim with no stance change or disagreement.",high,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2039,9194c921f0ef994723b61bd48373039d7df94e927879a9a92d6d46afbb8d36a8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance on the policy question.,high,,completed_relaxed_ai_annotation
2040,47e182074bf4c27444b353f28621e91e0eedc3122585e2e32ed903aba002c565,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses fentanyl regulation, but it does not contain a direct match for the topic terms. The stance is implicit and opposes the post's claim by suggesting the law will not work.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2041,727f45a897c6e6077028a2876da71910cd11b88ea67a040e6b15ff608d561d05,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit stance in favor of stricter criminal enforcement.",high,mandatory life prison sentence,completed_relaxed_ai_annotation
2042,8e27f2d75b0f29672f1667bc714aa3ac7e1ccdafb165fda3245eb14c9208f8cb,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, expresses implicit stance against criminal enforcement by suggesting demand drives supply.",medium,fentanyl,completed_relaxed_ai_annotation
2043,10bd4319c574f65ee4f9f0003f8ec7a91d180486ecdc666830be4176d8eb394d,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance on the topic of fentanyl regulation.,high,,completed_relaxed_ai_annotation
2044,548ef987220d7ff8ca3cf6c0fb8a2f4f88eba18ed8be38a98661274334dcd8b7,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the criminal enforcement aspect of the fentanyl issue, but it does not contain direct terms from the topic or post text.",medium,indirect_relevance:criminal enforcement,completed_relaxed_ai_annotation
2045,2874ae0a4cd335c3b7ea8653160b330700df3f01f7f227c04600b1af1036a020,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,Strongly relevant to fentanyl regulation with explicit support for the post's claim.,high,brilliant,completed_relaxed_ai_annotation
2046,5617112424c029a7a5c01e7c373bc56d00a24ae3fe226e6b4f42eee1f82af430,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks a stance on the policy question.,high,,completed_relaxed_ai_annotation
2047,f5a7640efb5b824560dd47d7db5a3617e18b342a9644c1069160a335bee3f9b9,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but lacks a direct term from the conversation text. It expresses an explicit stance in favor of the policy.,high,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2048,06b48417c8b0d6994cf988e58125d2f86d1f07e386514dfb444cba9026304af8,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it contains no verbatim terms related to the topic and lacks any stance or policy attitude.,high,,completed_relaxed_ai_annotation
2049,9fe74092aa594bd4c9fcce9808cf52fa172e499523db826a92bb8b9b907fc70f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Off-topic sarcasm with no policy attitude; relevance and stance cannot be reliably mapped.,low,,completed_relaxed_ai_annotation
2050,2431c0d042948d4912055743a3b16d5cdc5c2f5fa98196a427ccd243965270cc,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,The comment is relevant to the topic but lacks a clear stance or reasoning.,medium,,completed_relaxed_ai_annotation
2051,159cd159ef264786a4139c49ccba3eb97981c5901876cfee327efae60d143a9f,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic and lacks any stance on the topic of fentanyl regulation.,high,,completed_relaxed_ai_annotation
2052,8e8f739446df9681f2323a00189b92ee83e5ba2c6f11d16e078008f08dabc696,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is sarcastically dismissive of the law's effectiveness but does not mention any direct topic terms like 'fentanyl', 'HALT Fentanyl Act', or 'regulation'.",medium,indirect_relevance:HALT Fentanyl Act,completed_relaxed_ai_annotation
2053,f60c3817dd77940bd860338e52e1819cfc0cace7a3ed2ff08f4b146a5657ac9b,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic of fentanyl regulation but does not contain a direct match for the topic terms. The stance is implicit in the criticism of the policy.,medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2054,8a9f28a77bcfb5285bcff67d73efe02ef8ae9feb569c4aad936c6fdb6db92839,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment mentions Canada in context of fentanyl policy but does not express a stance on the topic.,medium,,completed_relaxed_ai_annotation
2055,7ba23053871aa74c04299998b89b80d15d117ef5e34ee5d63f16435b833b9424,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"Comment discusses fentanyl's medical use and regulation effectiveness, relevant but no explicit stance on stricter regulation or criminal enforcement.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2056,02d588a3ae49de2ab26989c3fb0ae6425220827c08898398be3cc1b543ca88d0,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,"The comment is off-topic, mentioning 'Epstein files' with no connection to fentanyl regulation or the post's claim.",high,,completed_relaxed_ai_annotation
2057,724a409ae3e3b495656d08c88eeea96ce9ae211b51ef87de83c9b107309ac8b9,strongly_relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment is relevant as it questions the impact of the fentanyl regulation on prescription availability, but no stance is expressed.",medium,fentanyl,completed_relaxed_ai_annotation
2058,44f39ce5bc25a8af78ec9ce03f64bff48ad388374c30a83e5c335f4101580b3c,strongly_relevant,explicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,"The comment is relevant as it discusses the distinction between legal and illegal fentanyl use and mentions the need for increased sentences, but no direct topic terms like 'HALT Fentanyl Act' or 'fentanyl regulation' are present in the comment.",medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2059,7b31249606a884beb56c28633949e5256b45e27dba5c3b7904ee1d3ba4441786,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic as it mentions Canada and does not address U.S. fentanyl regulation or enforcement.,high,,completed_relaxed_ai_annotation
2060,9f37dfe90dc8e261ce9c9ddbcd2fbd13e522775cf91be8dce01ac33adfa93c53,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it criticizes Trump's photo opportunity without addressing the fentanyl regulation policy.,high,,completed_relaxed_ai_annotation
2061,0225b5596a1cdb430f2b0f760f80dac7fc6dedcceddc7141d158fe1e757d615c,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The comment is off-topic as it contains no verbatim terms related to the topic and lacks a stance.,high,,completed_relaxed_ai_annotation
2062,9fece8c51a689d197c3764d66ed097feb2919ddd1a0ed93f1385ee974c88204a,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment mentions fentanyl use in medical context but does not express a stance on regulation or criminal enforcement.,high,,completed_relaxed_ai_annotation
2063,959e14806602728cd22b6caf414fe974ad40cf91fbff84c877d242d7c2cde62b,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,Comment is off-topic and lacks stance; no policy attitude is expressed.,high,,completed_relaxed_ai_annotation
2064,10535576b24bd1e3eb6fc191c50759be722b8e41d650e7b45703535a7d48d0bd,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but lacks a direct term from the conversation text to support relevance. It expresses explicit support for the post's claim.,high,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2065,8b903e9000f8c938285526a682dd270840ba34d3bd2a66b4db0d5eaec4016e72,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment asks about data on fentanyl-related outcomes after border closure, showing relevance to the topic but no explicit stance. It lacks a direct policy attitude.",medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2066,758ed1b0750c141715cf2b8d98bf17cce0fcf1939a4bedb9b73137e618a5514e,relevant,implicit_stance,mixed_or_unclear,insufficient_evidence,yes,borderline_sample,"The comment is relevant due to the mention of a personal loss from fentanyl, but it does not explicitly or implicitly reference the HALT Fentanyl Act or the topic of stricter regulation and criminal enforcement. The stance is inferred from the context of personal tragedy but lacks a clear policy attitude.",medium,indirect_relevance:fentanyl,completed_relaxed_ai_annotation
2067,22f1197968c158c5be026448df1e93b302e20544a6fe8ad4bcc5728e674e2092,strongly_relevant,implicit_stance,opposes_post_claim,insufficient_evidence,yes,generally_usable,The comment is relevant to the topic but does not contain a direct match for 'fentanyl' or 'HALT Fentanyl Act'.,medium,indirect_relevance:fentanyl regulation,completed_relaxed_ai_annotation
2068,774022015f7efa83b1c50666cad39a687b54f11736dc1644194a0db7450ec183,off_topic,no_stance,no_stance,insufficient_evidence,no,unusable,The thread discusses personal experiences with pain medication but does not address the policy question of stricter fentanyl regulation or criminal enforcement.,high,,completed_relaxed_ai_annotation
2069,bebf88d9fb78cc04adb13ec1e6c2fa1b030a81b020548ea1b28cc37cc5a56ad2,relevant,no_stance,no_stance,insufficient_evidence,yes,relevant_without_stance,"The comment asks whether a specific drug used by anesthesiologists is banned under the law, showing relevance to the fentanyl regulation topic but no explicit stance is expressed.",medium,indirect_relevance:fentanyl-related substances,completed_relaxed_ai_annotation
2070,9bbebec0e4e1a94d4aef9d470bdd723d04cdedc91e45a8e67cbb0ef9b510f269,strongly_relevant,explicit_stance,supports_post_claim,insufficient_evidence,yes,core_usable,"Strongly relevant to fentanyl regulation, explicit support for stricter enforcement, and usable as a core sample with clear reasoning.",high,fentanyl,completed_relaxed_ai_annotation
