mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version
Instagram:post:3933343662737547804,Instagram:post:3933343662737547804,3933343662737547804,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaWCzi1AWIc/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🚨 ¿Te llegó una tarjeta de crédito nueva? Cuidado con la llamada que viene después. Es una modalidad de vishing (estafa por voz) que está creciendo en Ecuador. Los delincuentes saben que acabas de recibir tu plástico y te llaman haciéndose pasar por el ""Departamento de Activaciones"" del banco. ⚠️ OJO CON ESTO: a veces se ganan tu confianza leyéndote datos reales —tu nombre completo, tu número de cédula, los 3 o 4 primeros dígitos de tu tarjeta— que consiguieron de filtraciones de bases de datos. Escuchar tus datos correctos NO garantiza que sea el banco real. Lo que buscan es que les dictes los 16 dígitos, la fecha de vencimiento y el CVV. Con eso hacen compras por internet sin tener tu tarjeta física. 🛡️ La regla de oro: el banco NUNCA te pide estos datos por llamada. Si recibes una tarjeta, actívala tú mismo desde la app o llamando al número oficial que está detrás de tu plástico. Guarda este post y compártelo con tu familia. Una advertencia a tiempo puede salvarles los ahorros. 💙 #CiberseguridadEcuador #EducacionFinanciera #EstafasEcuador #SeguridadBancaria #vishing",2026-07-03T20:38:45+00:00,es,2,0,-1,-1,21797881357,appstudiomeldaban,AppStudio Meldaban,,-1,true,true,false,178,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3933446000442099222,Instagram:post:3933446000442099222,3933446000442099222,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaWaEwPiEYW/,,,AI 语音诈骗是否应强制披露或限制？,vishing,¿Te contactaron para solicitarte un código de verificación? ¡No caigas! Los delincuentes buscan robar tu información y acceder a tus cuentas. Recuerda: el Banco de la Nación nunca solicita información confidencial por ningún medio. No permitas que interrumpan tus planes ni tu tranquilidad. Accede a más información sobre prevención del fraude aquí: https://info.bn.com.pe/AltoAlFraude #BancoDeLaNación #AltoAlFraude #ProtegeTus Planes #ProtegeTuTranquilidad #Vishing #LlamadasFraudulentas #CDD #ClaveDinámicaDigital #Códigos #Claves #LaSeguridadEmpiezaContigo,2026-07-04T00:02:11+00:00,es,9,1,-1,-1,7946049549,bancodelanacionperu,Banco de la Nación del Perú,,-1,true,true,false,70,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3933647009409465428,Instagram:post:3933647009409465428,3933647009409465428,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaXHx0boPxU/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🛡️ Opis do posta Nie daj się oszukać! Cyberprzestępcy każdego dnia wykorzystują phishing, smishing, vishing oraz fałszywe faktury, aby wyłudzić dane i pieniądze. Jedno niepozorne kliknięcie może narazić Ciebie lub Twoją firmę na poważne straty. 🔒 W Duovigil pomagamy zwiększyć bezpieczeństwo poprzez: ✔️ audyty bezpieczeństwa, ✔️ szkolenia pracowników, ✔️ identyfikację zagrożeń, ✔️ wsparcie w ochronie danych i informacji. 📞 505 412 512 Duovigil – bezpieczeństwo zaczyna się od świadomości. #Duovigil #Cyberbezpieczeństwo #Phishing #Smishing #Vishing BezpieczeństwoFirm OchronaDanych CyberSecurity OszustwaInternetowe BezpiecznaFirma AudytBezpieczeństwa Szkolenia Bezpieczeństwo OSINT Detektyw BiuroDetektywistyczne OchronaFirm BezpieczeństwoInformacji PolskaFirma CyberThreats",2026-07-04T06:43:25+00:00,pl,5,0,-1,-1,11867813760,duovigil.pl,Duovigil,,-1,true,true,false,81,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3933848929283771573,Instagram:post:3933848929283771573,3933848929283771573,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaX1sI-Aoy1/,,,AI 语音诈骗是否应强制披露或限制？,vishing,Better late than never Here is my TS Academy Practice Task for class 1 week 2 @tsacademyone #tsacademy #cybersecuritytraining #cybersecurity #vishing #securityawareness,2026-07-04T13:22:37+00:00,en,7,0,-1,-1,7210070379,adeogun.aishat,aishat_tashia,,-1,true,true,false,22,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3933864684579193311,Instagram:post:3933864684579193311,3933864684579193311,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaX5RaOzAHf/,,,AI 语音诈骗是否应强制披露或限制？,vishing,🚨 AI can clone your voice. One phone call. One familiar voice. One costly mistake. Watch how AI-powered voice cloning works and learn how to protect yourself from this growing cyber threat. 🎥 Full video on YouTube (https://youtu.be/rv1fJWD-uds?si=ly8zteIpAX0SZVab) Would you recognize the difference? . . . . . . . . . . . . #infosecpiyush #cybersecurity #aivoicecloning #aiscams #vishing,2026-07-04T13:53:59+00:00,en,2,0,-1,-1,48069875566,infosecpiyush,InfosecPiyush,,-1,true,true,true,53,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3933956468579881425,Instagram:post:3933956468579881425,3933956468579881425,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaYOJCvjdHR/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Le truffe con voce clonata dall'AI sfruttano una cosa molto semplice: la fiducia nella voce. Una chiamata può sembrare arrivare da un familiare, da un collega o da una persona conosciuta. La voce può sembrare vera. La richiesta può essere urgente. Proprio per questo serve un metodo, non solo intuito. Se una chiamata chiede soldi, codici, password, documenti o azioni insolite, esci dalla chiamata e verifica da un altro canale. Chiudi. Richiama un numero già noto. Controlla con una seconda persona. Non devi riconoscere l'AI. Devi rallentare la richiesta. Link in bio #Coondivido #SicurezzaDigitale #IntelligenzaArtificiale #AI #TruffeOnline #Phishing #Vishing #Cybersecurity",2026-07-04T16:56:17+00:00,it,0,0,-1,-1,44074579975,projectosint,OSINT & AI | Metodo,,-1,true,true,true,102,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3934169822699259282,Instagram:post:3934169822699259282,3934169822699259282,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaY-pwQDQWS/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🚨 **सोशल इंजीनियरिंग (Social Engineering) से सावधान!** 🚨 साइबर अपराधी तकनीक से पहले **आपके विश्वास पर हमला करते हैं।** वे खुद को बैंक अधिकारी, पुलिस, सरकारी कर्मचारी, कंपनी सपोर्ट या आपके परिचित के रूप में प्रस्तुत करके आपकी निजी जानकारी, OTP, पासवर्ड या पैसे हासिल करने की कोशिश करते हैं। ✅ सुरक्षित रहने के लिए: • किसी भी कॉल, ईमेल, SMS या WhatsApp संदेश पर तुरंत भरोसा न करें। • OTP, PIN, CVV, पासवर्ड या बैंकिंग जानकारी किसी के साथ साझा न करें। • किसी भी लिंक पर क्लिक करने से पहले उसकी सत्यता जांचें। • पहचान की पुष्टि किए बिना कोई भुगतान या जानकारी साझा न करें। • संदिग्ध गतिविधि होने पर तुरंत **1930** पर शिकायत करें और साइबर क्राइम पोर्टल पर रिपोर्ट करें। **याद रखें:** **साइबर हमले की सबसे कमजोर कड़ी तकनीक नहीं, बल्कि इंसान हो सकता है।** **सतर्क रहें, सुरक्षित रहें।** **Tech Guardians** के साथ जुड़ें और रोज़ाना साइबर सुरक्षा से जुड़ी महत्वपूर्ण जानकारी प्राप्त करें। #SocialEngineering #CyberCrime #CyberSecurity #CyberAwareness #ScamAlert #Phishing #Vishing #Smishing #OnlineFraud #DigitalSafety #StaySafeOnline #CyberSecurityIndia #CyberJagrukta #TechGuardians #CyberFouji #CyberEducation #साइबर_सुरक्षा #सोशल_इंजीनियरिंग #साइबर_जागरूकता #फिशिंग #ऑनलाइन_ठगी #डिजिटल_सुरक्षा #सतर्क_रहें #सुरक्षित_रहें #TechGuardiansIndia",2026-07-05T00:00:12+00:00,hi,3,1,-1,-1,70346939489,_tech_guardians,TECH GUARDIANS,,-1,true,true,false,322,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3934211247770696429,Instagram:post:3934211247770696429,3934211247770696429,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaZIEkWt_rt/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"⚠️ Voice Cloning ""Silent Call"" Scam Alert Scammers can now use just a few seconds of someone's voice to create a fake audio message that sounds real. You may receive a short urgent voice note saying things like: ""I need help…"" ""Send money quickly…"" ""Don't call me, just transfer…"" Because the voice sounds familiar, it can feel believable — but pause before acting. ✅ Call the person back on a trusted number. ✅ Verify with another family member. ✅ Never send money, gift cards, or personal information under pressure. A familiar voice is not always proof. Pause. Verify. Protect yourself and your loved ones. — Cyber Harassment Support (CHS) www.chssupport.org #VoiceCloningScam #CyberHarassmentSupport #OnlineSafety #FraudPrevention #digitaldignity",2026-07-05T01:22:37+00:00,en,0,0,-1,-1,76183830470,cyberharassmentsupport,CyberHarassmentSupport,,-1,false,true,false,113,true,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3934609231425888241,Instagram:post:3934609231425888241,3934609231425888241,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Daaij_hHN_x/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Attackers can now clone a Columbus, OH business owner's voice from 30 seconds of a podcast clip, spoof their mobile number, and call your controller with an urgent wire request that sounds exactly like the real thing. Two Central Ohio SMBs lost a combined $165K to this attack in the first half of 2026. Here is the free, one-page callback protocol that stops it cold. 👇 #Vishing #DeepfakeFraud #CEOFraud #Cybersecurity #ManagedIT #SmallBusiness #SabreIT #ColumbusOhio #WireFraud",2026-07-05T14:33:20+00:00,en,0,0,-1,-1,73597826698,sabreitservices,Sabre IT Services & Cybersecurity,,-1,true,true,false,76,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3934788872164741144,Instagram:post:3934788872164741144,3934788872164741144,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DabLaG_ihAY/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"Attackers can now clone a Columbus, OH business owner's voice from 30 seconds of a podcast clip, spoof their mobile number, and call your controller with an urgent wire request that sounds exactly like the real thing. Two Central Ohio SMBs lost a combined $165K to this attack in the first half of 2026. Here is the free, one-page callback protocol that stops it cold. 👇 #Vishing #DeepfakeFraud #CEOFraud #Cybersecurity #ManagedIT #SmallBusiness #SabreIT #ColumbusOhio #WireFraud",2026-07-05T20:30:17+00:00,en,0,8,-1,-1,73597826698,sabreitservices,Sabre IT Services & Cybersecurity,,-1,true,true,false,76,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3935802974476299474,Instagram:post:3935802974476299474,3935802974476299474,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Daex_PXlezS/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🚨 Cyber Alert: Fake Microsoft Teams Calls Spread EtherRAT Cybercriminals are impersonating IT support via Microsoft Teams calls to trick users into installing EtherRAT malware using phishing and remote access tools. 🔍 Key Points: Starts with a fake Employee Survey email Followed by a Teams call posing as IT support Users are asked to share screens and grant access Tools like AnyDesk/HopToDesk used EtherRAT enables control, data theft, and persistence Uses Ethereum smart contracts for C2 Campaign is actively evolving ⚠️ Stay Safe: Verify IT support requests Be cautious of external Teams calls Limit remote access tools Train employees on phishing/vishing Monitor for suspicious activity Stay with us — where every update means stronger security! For Cybersecurity Services and Solutions, please visit: itkart.io #CyberSecurity #MicrosoftTeams #EtherRAT #Phishing #Vishing #InfoSec",2026-07-07T06:04:58+00:00,en,4,0,-1,-1,8451960856,it_kart,IT KART,,-1,true,true,false,128,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3935943790850661295,Instagram:post:3935943790850661295,3935943790850661295,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DafSAY1jtuv/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🚨¿Te han vaciado la cuenta por una estafa bancaria? En SKF Abogados hemos obtenido una sentencia que condena a Bankinter a devolver 4.900 € a un cliente víctima de phishing/vishing. 📲 El cliente recibió SMS y llamadas que aparentaban proceder del banco. ⚖️ El juzgado recuerda que no basta con decir ""se usaron tus claves"". 🏦 El banco debe probar fraude o negligencia grave del usuario. 💸 Si no lo acredita, puede tener que devolver el dinero. ☀️ En verano aumentan las estafas: SMS falsos, llamadas urgentes, enlaces fraudulentos y suplantaciones bancarias. No facilites códigos. No pinches enlaces. No actúes con prisa. Y si ya te ha pasado: bloquea, denuncia y reclama. 📩 En SKF Abogados estudiamos tu caso. #phishing #estafabancaria #derechobancario #abogados #skfabogados #consumidores #reclamacionbancaria #vishing #smishing #Bankinter #ciberestafas",2026-07-07T10:44:44+00:00,es,4,0,-1,-1,57265999485,skfabogados,SKF Abogados,,-1,true,true,false,125,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3935991985618488773,Instagram:post:3935991985618488773,3935991985618488773,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dafc9ttkw3F/,,,AI 语音诈骗是否应强制披露或限制？,vishing,Penipu Menyamar Jadi Tim IT lewat Microsoft Teams untuk Sebarkan Malware EtherRAT #anydesk #cyberSecurity #etherrat #hoptodesk #malware #microsoftTeams #phishing #remoteAccessTrojan #vishing,2026-07-07T12:20:34+00:00,en,0,1,-1,-1,74670327752,ahmandonk.id,Ahmandonk Media,,-1,true,true,false,21,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3936019636928197922,Instagram:post:3936019636928197922,3936019636928197922,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DafjQGAETUi/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"A phone call beat the perimeter. The Charter/Spectrum incident is a warning for CIOs and CISOs: attackers do not always need a software flaw when they can compromise trust. PKWARE reports the breach path involved vishing against an employee, leading to Microsoft Entra account access and CRM exposure. SecurityWeek reported ShinyHunters' larger record claims, while Have I Been Pwned identified about 4.9M unique emails. Charter said no sensitive PI or CPNI was released. The executive takeaway: identity is now the perimeter. That means cyber strategy has to move beyond devices and tools into: • Identity governance • Phishing-resistant MFA • Conditional access • Privileged access controls • CRM export monitoring • Security awareness under pressure • Vendor and SaaS access review Before adding another security platform, ask the harder question: Which identities can reach sensitive data, and why? SoverAIgn's AI Readiness + IT Spend Audit helps leadership teams find where identity risk, SaaS sprawl, and security spend are misaligned. Sources: PKWARE 2026 Data Breach Review; SecurityWeek reporting; Have I Been Pwned. #Cybersecurity #CISO #CIO #IdentitySecurity #Vishing #SocialEngineering #MFA #IdentityGovernance #AIReadiness #ITLeadership #SoverAIgn",2026-07-07T13:17:30+00:00,en,0,0,-1,-1,73463625403,soveraignagents,Steven Palange,,-1,true,true,true,178,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3936088605244391239,Instagram:post:3936088605244391239,3936088605244391239,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/Dafy7twDf9H/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🚨 ¡ALERTA DE SEGURIDAD! Desconfía si te piden marcar el *21 Los ciberdelincuentes están usando una nueva modalidad de estafa telefónica (Vishing). Se hacen pasar por ejecutivos bancarios o soporte técnico y, bajo una falsa urgencia (como un supuesto fraude en tu cuenta), te solicitan marcar el código *21 seguido de un número de teléfono. ¿Qué pasa si lo haces? Al marcar ese código, activas el desvío de llamadas hacia el teléfono del atacante. Con esto, ellos pueden: • Interceptar tus llamadas telefónicas. • Recibir tus códigos de verificación por voz (2FA). • Validar transferencias bancarias y tomar el control de tus cuentas. 🛡️ ¿Cómo protegerte? 1. Ninguna institución legítima te pedirá marcar códigos en tu celular para solucionar un problema. 2. Si te genera dudas, cuelga de inmediato y llama tú mismo al número oficial de tu banco. 3. Si crees que caíste en el engaño, marca ##21# en tu celular para desactivar de inmediato cualquier desvío de llamadas activo. ¡Comparte este ciberconsejo con tu familia y amigos, especialmente con los adultos mayores! La prevención la hacemos entre todos. 🛡️💻 #Ciberseguridad #ANCI #Ciberconsejos #EvitaEstafas #SeguridadDigital #SeguridadPública #Vishing",2026-07-07T15:32:27+00:00,es,2,0,-1,-1,2195117940,municipalidadchonchi,Municipalidad Chonchi,,-1,true,true,false,182,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3936187074928302707,Instagram:post:3936187074928302707,3936187074928302707,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DagJUoyldpz/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"​¿Pensabas que el ""Phishing"" era solo a través de correos electrónicos? 📧🎣 La realidad es que los pillos se han mudado a tu buzón de voz y a tus mensajes de texto para intentar pescarte por donde sea. Ayer te conté mi experiencia con una llamada misteriosa, y hoy te dejo el abecedario de las estafas en arroz y habichuelas para que conozcas a los ""primos"" del phishing y sepas cómo defenderte. ¡Dale guardar y compártelo con tu corillo para que naveguen seguros! 🛡️✨ #vishing #phishing #smishing #ciberseguridad #lacyberboricua",2026-07-07T18:48:06+00:00,es,4,0,-1,-1,34108565157,lacyberboricua,Norimar,,-1,true,true,false,87,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3936630435920630384,Instagram:post:3936630435920630384,3936630435920630384,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DahuIY5ClJw/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🎣¿Sabes identificar un intento de phishing antes de que sea demasiado tarde? Toda tu información personal puede verse comprometida con un solo clic. Aprende a reconocer las señales de un ataque phishing, evitar las estafas más comunes y protegerte frente a las amenazas digitales del día a día. 🔒 Evita que un correo, un SMS o una llamada fraudulenta te sorprendan. En la #CharlaDeConcienciación ""Phishing"" organizado por nuestros compañeros del @ceisttalavera , vimos los tipos de phishing: correo electrónico, smishing y vishing. 📢 Nuestro #SecurityTip de la semana es: ✅Verifica el remitente real, no solo el nombre que aparece. Revisa el dominio completo y asegúrate de que corresponde a la entidad legítima. 🔗Pasa el ratón por encima de cualquier enlace antes de hacer clic y comprueba que el dominio de destino es el correcto. ⏳Desconfía de los mensajes que generan urgencia (""Tu cuenta se bloqueará en 24 horas""). Es una de las técnicas más utilizadas en phishing. 🌐Nunca introduzcas tus credenciales desde un enlace recibido de un correo. Accede siempre escribiendo la URL directamente en el navegador o utilizando tus favoritos. 📝Comprueba si hay errores ortográficos o de formatos extraños. Aunque cada vez es menos fiable, ya que el phishing generado con IA suele estar bien redactado. 📞Verifica por otro canal (llamada, Slack, Teams, etc.) si un compañero o el ""CEO"" solicita algo inusual por correo electrónico. Es una técnica habitual en los ataques BEC (Business Email Compromise). 🛡️Activa MFA siempre que sea posible. No evita todos los ataques de phishing, pero limita mucho el impacto si tus credenciales se ven comprometidas. 🚨Reporta cualquier correo sospechoso en lugar de eliminarlo. Así, el equipo de seguridad podrá bloquear el remitente o el dominio y proteger al resto de usuarios. #UnitelCiberseguridad #Concienciación #Phishing #Vishing #Smishing #ProtegeTusDatos",2026-07-08T09:29:01+00:00,es,6,0,-1,-1,63802321345,unitelciberseguridad,Unitel Ciberseguridad,,-1,true,true,false,291,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3936738980910245030,Instagram:post:3936738980910245030,3936738980910245030,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaiGz7SlqSm/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"3 seconds. That's all a scammer needs to sound exactly like you. I need to kill this myth: Your voice is no longer your password. Welcome to the era of the 3-second voice clone. Using AI, scammers can now scrape a tiny snippet of your audio from a LinkedIn video, a voicemail, or even a quick ""wrong number"" call. They then clone your voice to call your staff, sounding identical to you, and authorize ""urgent"" emergency payments. It's happening to Victorian SMBs right now. Here is how you protect your business: 1. THE SAFE WORD: Establish a secret verbal phrase known only to you and your authorized team for high-stakes requests. 2. MULTI-CHANNEL VERIFICATION: If ""you"" call asking for a transfer, your team must hang up and message you on a separate app to confirm. 3. THE 3-SECOND RULE: Treat every unexpected urgent request with extreme skepticism. At Omnicron, we harden the human element of your security. Don't wait for a fake phone call to expose a real gap in your defense. Book a Security Review today: www.omnicron.com.au #CyberSecurity #Vishing #SmallBusinessAU #Omnicron",2026-07-08T13:05:02+00:00,en,1,0,-1,-1,23063353599,omnicronit,,,-1,true,true,true,192,true,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3936862079278462035,Instagram:post:3936862079278462035,3936862079278462035,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaiizPlGTRT/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🎤 El fraude evoluciona… y las estrategias para detenerlo también. Durante la 4.ª edición de Fraud Prevention Days Latam, contamos con la participación de Oscar Lazcano, de VoiSek | Protección telefónica, quien compartió la conferencia: 📲 ""Éxito contra el vishing y el smishing: Acciones efectivas para neutralizar al estafador telefónico"". A través de una ponencia práctica y de alto valor, los asistentes conocieron cómo operan las estafas telefónicas y por mensajería, cuáles son las tácticas más utilizadas por los ciberdelincuentes y qué acciones pueden implementar las organizaciones para fortalecer sus estrategias de prevención y proteger a sus clientes. Agradecemos a Oscar Lazcano y a VoiSek | Protección telefónica por compartir su experiencia y contribuir al fortalecimiento de la cultura de prevención del fraude en Latinoamérica. 👏 ¡Gracias por ser parte de esta edición y aportar conocimiento que genera un impacto real en la industria! #FraudPreventionDays #FPDLatam #VOISEK #OscarLazcano #Vishing #Smishing #PrevenciónDeFraude #Ciberseguridad #FraudeFinanciero #StrikeLatam #CyberSecurity #Latam",2026-07-08T17:09:14+00:00,es,2,0,-1,-1,55152449277,strikelatam,Grupo Strike Latam,,-1,true,true,false,152,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3937169543672351609,Instagram:post:3937169543672351609,3937169543672351609,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DajotcHE8t5/,,,AI 语音诈骗是否应强制披露或限制？,vishing,Modus Vishing Baru Targetkan Pengguna Microsoft 365 dengan Pendaftaran Entra Passkey Palsu #cybersecurity #identitySecurity #keamananSiber #mfa #microsoft365 #microsoftEntra #okta #onedrive #passkey #phishing #pink #sharepoint #teknologi #vishing,2026-07-09T03:20:10+00:00,en,0,1,-1,-1,74670327752,ahmandonk.id,Ahmandonk Media,,-1,true,true,false,26,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3937274915275453296,Instagram:post:3937274915275453296,3937274915275453296,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DakAqzEDLNw/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"🧠📞 Social engineering en vishing: wanneer de grootste kwetsbaarheid... de mens is ⚠️ 12 juli 2026 – Niet elke cyberaanval begint met een computervirus. Vaak begint ze met een overtuigend gesprek. Cybercriminelen weten dat mensen soms gemakkelijker te misleiden zijn dan computers. Bij social engineering manipuleren oplichters je om vertrouwelijke informatie prijs te geven of een bepaalde handeling uit te voeren. Vishing is een vorm daarvan waarbij je telefonisch wordt benaderd. De beller doet zich bijvoorbeeld voor als een bankmedewerker, een medewerker van de politie of een IT-helpdesk en zet je onder druk om snel te handelen. 🛡 Zo bescherm je jezelf: ✔️ Geef nooit wachtwoorden, pincodes of verificatiecodes telefonisch door. ✔️ Laat je niet opjagen door tijdsdruk of dreigende taal. ✔️ Verbreek het gesprek en bel zelf het officiële nummer van de organisatie. ✔️ Controleer onverwachte verzoeken altijd via een tweede kanaal. ✔️ Bespreek verdachte oproepen met familie of collega's voordat je actie onderneemt. Een geloofwaardige stem aan de telefoon kan net zo gevaarlijk zijn als schadelijke software. Kritisch blijven en rustig nadenken zijn vaak je beste verdediging. ❓️💬 Ben jij ooit gebeld door iemand die zich voordeed als een medewerker van een bank of overheidsdienst? 👇 ❓️💬 Welke tip zou volgens jou iedereen moeten kennen om telefonische oplichting te voorkomen? 👇 ✒️ Mario Bergen. #SocialEngineering #Vishing #Cyberveiligheid #OnlineVeiligheid #Cybercrime",2026-07-12T05:10:02+00:00,nl,3,0,-1,-1,72505831901,mariobergen1977,Mario Bergen,,-1,true,true,false,209,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
Instagram:post:3937310576347126936,Instagram:post:3937310576347126936,3937310576347126936,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DakIxvBjxyY/,,,AI 语音诈骗是否应强制披露或限制？,vishing,"📱 ¿Te han vaciado la cuenta por un SMS o una llamada? Es más frecuente de lo que parece. Y lo que muchas víctimas no saben es que el banco también puede ser responsable. El phishing bancario funciona así: recibes un mensaje, un email o una llamada que parece provenir de tu entidad. Te piden que confirmes una clave, un código o una operación. En cuestión de minutos, tu cuenta puede quedar vacía. Tú no autorizaste nada. Pero el banco, en muchos casos, deniega la devolución alegando que facilitaste tus datos voluntariamente. Lo que la ley establece es diferente. La normativa de servicios de pago obliga a las entidades financieras a devolver el importe de las operaciones no autorizadas. Solo pueden negarse si demuestran que hubo negligencia grave por tu parte, algo que los bancos aplican de forma abusiva para no asumir su responsabilidad. Si tu banco ha denegado la devolución del dinero que te robaron mediante phishing, smishing o vishing, puedes reclamar. Y reclamar tiene respaldo legal. 👉 ¿Te ha ocurrido esto? Escríbenos y analizamos tu caso sin compromiso. Solo cobramos si ganamos. 📧 Escríbenos: info@rigorlegal.com 📱 WhatsApp: 674 468 525 📞 Llámanos: 674 468 525 🌐 rigorlegal.com/derecho-bancario/estafas-digitales-phishing-bancario/ #rigorlegal #phishingbancario #smishing #vishing #fraudebancario #estafaonline #suplantacióndeidentidad",2026-07-09T08:00:18+00:00,es,4,0,-1,-1,16694149264,rigorlegal,Rigor Legal,,-1,true,true,false,209,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02
